slug,code_commune,nom_ville,date,auteur,note_moyenne,environnement,transports,securite,sante,sports_et_loisirs,culture,enseignement,commerces,qualite_de_vie,points_positifs,points_negatifs
la-rochelle,17300,La Rochelle,24-01-2026,Edouardhcd,5.88,7,,,,,,,,,"Ville ensoleillée, sujette à nombreuses rénovations de voirie, bâtiments publics proprement entretenus dans le centre-ville, tout le centre-ville est faisable à pied, marché central, un peu de rues commerçantes, proximité avec l'île de Ré.","Trafic affreux, changements de sens de circulation réguliers - très long d'effectuer une distance qui sur le papier parait pourtant très courte, peu de places de parking (très cher !) - parking souterrain cher également, cyclistes inconscients, population pas très agréable, centre ville commerçant en train de mourir, quand on sort de La Rochelle il n'y a pas grand chose à faire, mériterait plus d'infrastructures sportives accessibles au public, ville qui a mis longtemps à installer des composteurs publics, pas de tramway, lignes de train pas géniales et chères pour aller à Paris notamment."
la-rochelle,17300,La Rochelle,20-01-2026,Ratatouille,4.06,3,,,,,,,,,"Le climat, le bord de mer, l'île de Ré. 
Les Franco, le grand pavois, jazz in out, le café théâtre l'Azile. Les oiseaux du marais de Tasdon. 
L'aquarium.","Immobilier cher. La Rochelle ne fait que se détériorer... 
Embouteillages monstres, surtout depuis que le pont de Tasdon est fermé, très pénible de conduire, les signalisations sont kafkaïennes. L'air est pollué aux abords du centre ville, sans compter les produits phytosanitaires à gogo de la plaine d'Aunis. 
 
Le manque de liaison TGV vers Paris, toujours complets et hors de prix. Pourquoi pas un service de navette ferroviaire vers Rochefort ou la Palice ? Puisque les rails sont là mais sous-utilisés. 
L'aéroport ne sert à rien, aucune option vers Paris, Amsterdam ou autre hub intéressant, c'est juste pour les touristes anglais et même pas une navette directe (avec tarif spécial) digne de ce nom Gare-Aéroport ou Verdun-Aéroport, sans être obligés de faire toute la ligne du illico 1, c'est ce qu'ils ont comme offre à Carcassonne ! Et oui, il y a plein de villes de notre taille ou même plus petites qui ont de vraies propositions! 
 
Commerçants peu sympathiques, restos catastrophiques en prix et qualité, et aucune offre permettant justement de satisfaire la fameuse clientèle anglaise. Les boutiques fermées le dimanche (dommage pour une ville touristique). 
Ville sale, trottoirs jamais lavés, infâme par temps de canicule, çà colle partout sur les quelques bancs, jamais lavés non plus. Et qu'est-ce que ça va être avec les nouveaux bacs à composts ! Crottes de chien partout, à éviter en tant que piéton ou cycliste !! Rats à éviter également sous les roues du vélo. 
Trop de punks à chien ! 
Pas d'infrastructures suffisantes, piscine Lucien Maylin fermée quasiment depuis le COVID, toujours plus d'immeubles, moches et peu harmonieux et jamais d'espace laissé pour une infrastructure publique (salle de sport, piscine, espace vert, centre de soins). Trop de béton, on ne respire plus (Fouras, Rochefort, Châtelaillon sont bien plus fleuries). 
Pourquoi ne pas avoir une infrastructure type Calicéo qui serait bien utile aux Minimes par marée basse ? Puisque la thalasso de Châtelaillon est toujours pleine. 
Il manque une salle de spectacle type Zénith.  
 
Du bruit, l'enfer des nuits en centre ville de Pâques à la Toussaint. On n'en peut plus des EVJF, badauds à la journée, tout le temps, mais on ne construit pas une économie sur quelques cafés, crêpes et boules de glace, si ? Marre des festivals de la fiction, des journées de la mer, des courses, spectacles aériens de Noël et toutes ces activités factices pour attirer des milliers de personne pour une heure ou 2."
la-rochelle,17300,La Rochelle,26-11-2025,Styver17,8.00,7,,,,,,,,,"Rochelais depuis plus de deux ans, je me sens vraiment bien ici c'est une très belle ville dynamique. Après avoir vécu dans des villes bien moins agréables, je peux dire que La Rochelle est un véritable joyau à préserver. 
 
Contrairement à d'autres endroits, ici, tout se fait facilement à vélo et à pied. Avant, je ne me déplaçais qu'en voiture, aujourd'hui, je ne la prends presque plus, sauf pour faire les courses. Le reste ? Je le fais à pied ou à vélo, même pour aller travailler. Ceux qui râlent sont souvent des gens jaloux ou aigris… Après C'est un état d'esprit assez courant en France on a l'habitude 
 
Alors oui, je suis d'accord, il y a malheureusement des cyclistes dangereux qui foncent sans raison. Sérieusement, quel est votre problème ? Profitez plutôt du Vieux-Port et de la vue, et anticipez les piétons, surtout les touristes qui ne sont pas toujours attentifs. Mais il est possible de cohabiter entre vélos et piétons 
 
La ville est très bien desservie : vélos en libre-service, bus, voitures électriques, passeurs et bus de mer, sans oublier un aéroport pratique pour partir en week-end sans devoir rejoindre une grande métropole. Côté sécurité, l'ambiance est relativement sereine, bien plus que dans d'autres villes où j'ai vécu. Je sors la nuit sans inquiétude, malheureusement, la délinquance augmente partout en France et certains semblent trouver ça normal… 
 
Pour la santé, l'accès aux généralistes est simple et rapide, mais le manque de spécialistes se fait sentir. L'offre sportive est large : rugby, voile, tennis, running, salles de sport… avec une ambiance unique au Stade Rochelais. Sur le plan culturel, l'offre est plus modeste qu'en grande ville, mais suffisamment variée pour trouver régulièrement spectacles, concerts ou événements. Le centre-ville, avec son patrimoine architectural, est charmant, et des lieux comme La Coursive ou La Sirène valent le détour. Le campus des Minimes est également apprécié d'après les retours d'étudiants. 
climat agréable, jamais trop chaud l'été, rarement très froid l'hiver, un vent régulier et souvent un rayon de soleil en fin de journée","Côté négatif, le logement est l'un des plus gros problèmes : trouver une location à l'année relève presque du parcours du combattant, et les prix — tant des loyers que des sorties — sont globalement élevés. Le stationnement payant étendu jusqu'aux Minimes agace de nombreux habitants. La présence importante de SDF autour des commerces peut aussi peser au quotidien. 
 
La ville compte beaucoup de personnes âgées, ce qui donne parfois une impression de population vieillissante, heureusement équilibrée par les étudiants. Même si les Rochelais sont sympathiques, s'intégrer dans leur cercle demande souvent du temps. Les embouteillages sont fréquents, et conduire peut rapidement devenir pénible. Enfin, l'hôpital et les spécialistes souffrent d'une réputation mitigée, même si cela reste à nuancer selon les expériences."
la-rochelle,17300,La Rochelle,10-10-2025,Milicis17,7.38,8,,,,,,,,,"La mer, l'architecture du centre ville, les marchés du centre et de La Pallice. Ville encore dynamique avec de nombreuses associations, équipements sportifs et bien équipée de la maternelle à l'université. Nombreux festivals et événements sportifs.","La bétonisation, l'extension du stationnement payant qui incite à aller à Beaulieu ou Angoulins, la fermeture du Vieux Port à la circulation toute l'année, un manque de transport en commun structurant tram ou ter sur le chemin de fer qui traverse pourtant toute la ville (porte dauphine ok puis plus rien) et donc saturation de la rocade. Une surenchère du parc immobilier qui a entraîné la perte d'esprit de quartier. Un centre ville musée déserté par la population locale. Service de santé saturé et dégradé, projet nouvel hôpital à l'arrêt."
la-rochelle,17300,La Rochelle,01-10-2025,Lira,3.44,3,,,,,,,,,"Très belle ville, son architecture est à voir, faite pour les touristes et le nautisme.","Manque de culture théâtres musées , d'espaces ludiques pour les enfants, d'espace de convivialité, trop de bars sur le port, trop de bruit, le racket des parkings est affolant.  
Trop de barrières de bornes d'interdiction de passage, il y en a partout, les commerces ne sont pas ouverts le dimanche pourtant ville touristique. 
Et on peut rajouter que tisser du lien dans cette ville n'est pas aisé. sauf si vous avez la clé d'un réseau. 
Tout est cher, l'immobilier le transport, pour vivre à la Rochelle il faut un pouvoir d'achat assez important. 
Pas mal de gens maintenant se dirigent vers Rochefort car il y fait bon vivre, moins de vélos, et une vie plus simple et chaleureuse."
la-rochelle,17300,La Rochelle,15-09-2025,HGA,5.13,7,,,,,,,,,La vieille ville et la mer.,"La destruction méthodique de tout ce qui faisait que LR était une ville magnifique. L'invasion de bobos et de retraités Parisiens encouragée par la politique locale, a fait de La Rochelle une ville méconnaissable. Le PLU favorise la construction de cages à poules pour riches. Une horreur !"
la-rochelle,17300,La Rochelle,30-05-2025,Val1795,9.19,9,,,,,,,,,"J'ai vécu quelques années à La Rochelle et y ai passé la quasi totalité de mes vacances scolaires étant enfant. 
Les Rochelais sont très sympathiques et ouverts d'esprit. 
Ici le Stade Rochelais est une religion. 
Le vieux port,  les parcs et le mini zoo publique sont hyper agréables surtout en basse saison. 
En juillet vous pouvez profiter du superbe festival « Les Francofolies » 
Beaucoup de bus et très réguliers.",Beaucoup de SDF avec chiens en laisse autour de la grosse horloge.
merignac,33281,Merignac,15-04-2026,fredo,7.00,8,,,,,,,,,"j y habite depuis 20 ans et j'y suis bien. 
Amélioration de la qualité de vie croissante : transports, commerces, animations, culture, associations, espaces verts...","Les incivilités augmentent, les sdf alcoolisés et agressifs sont de plus en plus nombreux et particulièrement dans le centre ville. Trop d'agences immobilières, circulation trop dense dans le centre ville."
merignac,33281,Merignac,23-07-2025,Dad33,3.94,4,,,,,,,,,"Les restaurants, espaces verts des parcs, la proximité de la mer et Bordeaux, les commerces.","Commune non entretenue et trop de travaux incessants et pénibles qui rendent les routes dangereuses. 
Trop de constructions d'immeubles depuis plusieurs années avec une urbanisation qui n'a été pensée qu'en terme de rentabilité marchande, aucune sécurité, pas d'éclairage public entre 22h00 et 06h00 du matin, plusieurs routes et pistes cyclables et voies des bus et cyclistes dégradées, en très mauvais état et dangereuses depuis plusieurs années, pollution et embouteillages les matins et les soirs suite à une circulation dense et peu fluide. Plusieurs restaurants et fast Food ont fermé leurs portes ces dernières années. 
 
Police municipale inutile face aux nombre important de délinquants et d'individus incivilisés et indisciplinés qui n'a fait qu'augmenter depuis la LGV et le COVID au point d'atteindre un niveau que je n'aurais jamais imaginé, moi qui connait Mérignac depuis plus de 25 ans ! 
Très peu de médecins prennent les nouveaux patients comparé à avant. Comme dans d'autres communes, les prix de l'immobilier n'on fait qu'augmenter et donc se rapprocher de ceux de BORDEAUX et PARIS, des transports en commun de mauvaise qualité avec des arrêts de bus non desservis sans indications, des horaires non respectés et plusieurs pannes et perturbations. Un cinéma de petite taille par rapport à la commune, peu d'enseignement et de clubs sportifs et un aéroport qui est pratiquement celui qui a la plus mauvaise réputation de ceux d'Europe ! 
 
Qualité de vie médiocre au point qu'il me tarde de la quitter."
merignac,33281,Merignac,07-10-2024,BERNI,7.94,8,,,,,,,,,"Soutien permanent aux associations,  DEVELOPPEMENT ECONOMIQUE TRES PERFORMANT,  Ville verte création de nouveau parc dans les quartiers,  proche de la mer,  présence de bois et vigne,  démocratie participative active.","CIRCULATION,  trafic aérien ne respectant pas les heures de sommeil, centre ville avec trop de banques et d'agences immobilières."
merignac,33281,Merignac,26-06-2023,AMC,2.56,0,,,,,,,,,Il y en AVAIT... il y a longtemps...,"A l'image de la région. Urbanisation délirante, démographie incontrôlée, appât du gain, travaux erratiques.  
Aucun moyen pour la police, cambriolages incivilités rodéos urbains... métropole "" écolo"" donc entretien des espaces verts néant... épillets partout... super dangereux pour les animaux... une ville qui n'aime pas les chiens de toutes façons( on parle du "" salon du chiot"" organisé par le Pin galant tous les ans?) mais protège les moustiques tigres... inutile de payer pour un jardin à Mérignac vous n'y mettrez pas les pieds. On n'évoque même pas le trafic,  l'état des routes ou la pollution... Cette ville n'est pas gérée... il n'y a à l'évidence qu'un seul pilote à bord : la cupidité financière. Dans moins de 10 ans cette région sera totalement dévastée... depuis la LGV et le covid c'est la débâcle totale... livrée à des élus tous plus incapables les uns que les autres... Laxisme bobo à tout va... le ""sapin de noël"" de la honte... La ""CUB"" est bien morte. Nous fuyons..."
merignac,33281,Merignac,23-03-2023,Kevin,7.63,7,,,,,,,,,"Assez surpris des nombreux commentaires négatifs sur cette ville,  venant de région Parisienne,  Mérignac a énormément d'atouts ; des transports publics performants,  beaucoup de commerces,  un centre ville dynamique,  des espaces verts et une dette quasi nulle qui permet d'avoir des équipements publics de qualité. 
 
Oui il fait bon vivre et Mérignac est de loin la ville la plus agréable de la métropole bordelaise d'ailleurs les prix de l'immobilier en témoignent.","Beaucoup de circulation en semaine ça reste le point noir et aux abords de l'aéroport les nuisances aériennes. 
 
Un sentiment d'insécurité palpable notamment avec la présence de zonards alcoolisés qui n'ont aucun savoir vivre dans le tram et sur le parvis de l'église en face du cinéma. 
 
Pas mal de logements sociaux avec son cortège de misère mais heureusement l'urbanisme est assez équilibré entre copros privés,  zones pavillonnaires et bailleurs sociaux."
merignac,33281,Merignac,23-03-2022,Lea33,4.44,4,,,,,,,,,"Un peu moins cher que sur Bordeaux,  pas grand chose en centre ville il faut aller plutôt aux centres commerciaux en périphérie. Facile de se faire soigner car proximité avec Bordeaux (dentaire,  ophtalmo...). Environ à 50 min du bassin.","Embouteillages,  horaires de bus pas toujours respectés. Insécurité et dégradations grandissantes : Tags sur les murs,  première fois en mars 2022 depuis 6 ans,  je me suis fait voler tous mes effets personnels sur ma terrasse (résidence sécurisée proche de Pellegrin). Beaucoup de racailles le soir dans les rues."
merignac,33281,Merignac,06-03-2022,Maidy33,2.75,1,,,,,,,,,"Centre commercial Mérignac soleil bien équipé,  ville dortoir pour ne pas habiter sur Bordeaux même.","Bouchons interminables le matin,  passages des bus aléatoires,  tram en panne sans arrêt,  INSECURITE GRANDISSANTE +++ SDF qui dorment dans la banque populaire,  des drogués et pas que dans le centre ville. Stations Arlac et François Mitterrand agressions,  le soir jamais être seule. Des dérapages avec des voitures (drift) à 22h dans les rues proche du restaurant Petit Québec en pleine zone résidentielle. Je me sens de moins en moins en sécurité,  je songe à partir."
merignac,33281,Merignac,21-10-2021,lol,4.69,5,,,,,,,,,"La ville a des espaces verts,  des médecins généralistes. Elle manque de spécialistes et les délais sont longs (gynécologue,  dentistes,  ophtalmo). La ville est bien desservie en transports en commun (tram A,  bus...)","Habitant à Mérignac depuis toujours,  la sécurité s'est vraiment détériorée ces dernières années (vols récurrents de voitures sur le parking,  mauvaise fréquentation...). La ville est sans cesse en travaux pour construire des nouveaux logements en masse,  la ville de mon enfance est bien loin maintenant,  de plus en plus de gens vivant ici décident de partir pour laisser place à ces nouveaux changements et aux nouveaux arrivants,  probablement parisiens pour la plupart. 
Je vais faire comme eux et essayer de trouver un endroit qui m'offre les même qualités : espaces verts,  stationnement facile mais sans ce sentiment d'insécurité et ces travaux."
antibes,6004,Antibes,08-04-2026,Sebou,6.75,3,,,,,,,,,"Ville du sud très sympathique pour y vivre malgré que l'hiver les rues sont vite désertes et l'été bondées de touristes. Plusieurs plages disponibles avec casiers, proche de Cannes et Nice et accès rapide dans l'arrière pays.","Ville bruyante, réveillé chaque matin par les balayeuses et camions poubelles c'est insupportable, les rues sont souvent pleines de crottes de chien. Ville souvent bouchonnée surtout côté Carrefour autoroute. 
Pas beaucoup de logements et très chers. 
Le maire préfère refaire des dos d'ânes comme sur le cap d'Antibes plutôt que les routes."
antibes,6004,Antibes,13-08-2025,MG06,9.56,10,,,,,,,,,"Ville verte, gaie. On s'y sent bien. 
La ville vit toute l'année, les restaurants sont nombreux et de qualité. La proximité avec la montagne et les nombreux parcs et forêts environnants sont bien agréables. 
Les remparts réaménagés offrent une belle balade piétonne. 
Ville extrêmement dynamique.","Les bus qui finissent trop tôt leurs tournées. On ne peut pas aller dîner et rentrer avec le bus, il faut prendre la voiture, c'est bien dommage. 
Les parkings sont très chers."
antibes,6004,Antibes,28-04-2025,lebeaugossedu06,7.81,5,,,,,,,,,"Antibes,  la perle de la Côte d'Azur où il fait bon vivre 
 
Située entre Nice et Cannes,  Antibes incarne à merveille l'art de vivre méditerranéen. Ville dynamique,  à taille humaine,  elle séduit par son équilibre parfait entre beauté naturelle,  vitalité culturelle et dynamisme économique. 
 
Son littoral exceptionnel s'étire sur 23 kilomètres,  entre plages de sable fin,  criques sauvages et le mythique Cap d'Antibes,  parfait pour la randonnée ou les sorties nautiques. Le Sentier du Littoral offre des balades inoubliables,  et le panorama sur les Alpes plongeant dans la mer reste unique en Europe. Ici,  vivre près de la nature est un quotidien,  pas un luxe. 
 
Côté transports,  Antibes est extrêmement bien desservie. Sa gare TGV permet de rejoindre Paris ou Marseille rapidement,  tandis que l'aéroport international de Nice,  à 20 minutes seulement,  ouvre les portes du monde entier. Le réseau Envibus couvre la ville et ses quartiers,  et de nombreuses pistes cyclables,  constamment développées,  facilitent une mobilité douce et moderne. 
 
Antibes est aussi une ville profondément ancrée dans la culture. Son patrimoine historique — remparts,  Vieil Antibes,  Fort Carré — témoigne d'un passé riche et préservé. Le musée Picasso,  installé dans le Château Grimaldi,  est une référence mondiale. Chaque année,  Jazz à Juan,  premier festival de jazz d'Europe,  attire les plus grands artistes. De nombreux événements culturels rythment les saisons : expositions,  concerts,  spectacles de rue... L'offre est dense et accessible à tous. 
 
Le sport occupe également une place centrale. Voile,  natation,  plongée,  tennis,  rugby,  triathlon... toutes les disciplines sont représentées avec des infrastructures modernes. Le stade nautique d'Antibes est reconnu pour la qualité de ses équipements et de ses champions. Les sentiers,  plages et équipements publics invitent chaque jour à l'activité physique,  dans un cadre privilégié. 
 
Sur le plan économique,  Antibes bénéficie de sa proximité avec Sophia Antipolis,  la première technopole d'Europe. Les opportunités professionnelles dans l'innovation,  la recherche,  et les nouvelles technologies sont nombreuses. La ville accueille aussi un tissu riche de commerces,  d'artisans,  de restaurateurs et de start-ups qui contribuent à son attractivité. 
 
Enfin,  Antibes,  c'est avant tout un art de vivre : marchés provençaux colorés,  soirées animées en terrasse,  fêtes traditionnelles et douceur du climat méditerranéen toute l'année. La municipalité investit dans le développement durable,  les énergies vertes,  la modernisation du Port Vauban,  tout en préservant l'authenticité de ses quartiers. 
 
À Antibes,  on profite pleinement de la vie : la beauté des paysages,  l'énergie culturelle,  les opportunités professionnelles,  tout en vivant dans une atmosphère conviviale,  tournée vers l'avenir. Une ville où chaque jour ressemble à des vacances,  sans jamais perdre son dynamisme.","les poteaux du port : horrible, plus de poubelles dans le centre et plus d'arbres."
antibes,6004,Antibes,04-12-2024,part06600,7.56,6,,,,,,,,,"Très belle ville,  avec de nombreuses animations et ruelles pour flâner toute l'année. 
 
Des projets récents pour la rénovation des remparts et le parc à côté du nouveau cinéma sont très réussis.","Pas assez de prise au sérieux par la police municipale et la mairie quant aux nuisances (certains bars de la vieille ville se permettent de mettre la musique à fond avec leurs portes ouvertes,  jusqu'à 2h du matin). 0 effort par la police pour mettre les choses à l'ordre."
antibes,6004,Antibes,24-10-2024,Jean,1.94,0,,,,,,,,,"Des gens très sympa et une ville bien placée mais quel gâchis avec tous ces chiens sur les plages et les pétarades des motos, sans compter les montagnes de déchets dans les rues. Ici on achète et on jette...","Trop de chiens sur les plages qui sèment des germes dangereux comme escherichia coli, les pétarades de moto et leur vitesse jamais contrôlée,  enfin les montagnes de déchets dans les rues. Ici on achète et on jette... On va à Cannes à 20km et on est sur une autre planète... Là, la police travaille sérieusement et fait appliquer les lois"
antibes,6004,Antibes,16-07-2024,Veritas06,1.94,1,,,,,,,,,"Beauté des lieux avant le bétonnage systématique. 
Excellent climat qui attire les méduses.","Ville dont la beauté initiale est totalement gâchée par des décideurs qui en ont fait une ville de loueurs rbnb et d'agences immobilières. L'été ce sont des étrangers de passage durant 4 jours pour boire et manger des glaces. L'hiver c'est triste et une maison de retraite à ciel ouvert. 
À part l'école Skema on cherche les jeunes !!! 
Rbnb city with 4 days tourists in summer and only old people the rest of the year. 
Horrible !!!"
antibes,6004,Antibes,18-05-2024,maxou,2.50,1,,,,,,,,,"Désolé mais les points positifs sont très rares,   oui il y a certains endroits qui sont merveilleux à voir.","Malheureusement on découvre une ville sale pas entretenue à tous les points de vue,   trottoirs jamais lavés,   mauvaises odeurs dues aux crottes et pipis de chiens plus les déjections des pigeons qui sont jours et nuits sur les fils électriques. Trottoirs envahis par les herbes ou bien par les haies des propriétés et parfois nous sommes obligés de descendre sur la route pour pouvoir passer,   les propriétaires sont nullement inquiétés par les services municipaux. Trottoirs et routes sont en très mauvais état,   un peu voire beaucoup de panneaux routiers informent de chaussée déformée et ses panneaux se trouvent même dans les parcs. Les rues sont également envahies par la végétation. Il manque un certain contrôle sur la voirie. Un champ qui se situe chemin valentin pas entretenu qui pourrait servir à faire un jardin d'enfants..."
antibes,6004,Antibes,19-03-2024,Picasso,4.81,5,,,,,,,,,"Le soleil,  la mer,  la montagne,  la beauté des paysages.","Antibes est victime de son succès,  c'est devenu une ville surpeuplée. La circulation y est infernale en toute saison. 
Il est très difficile de s'y garer,  les parkings pratiquent des tarifs exorbitants. 
Les rues deviennent sales,  les routes sont souvent très abîmées. 
Ca devient mission impossible de s'y loger à l'année pour les locaux. 
L'agressivité,  l'incivisme et l'individualisme forcené font partie du quotidien."
saint-maur-des-fosses,94068,Saint Maur Des Fosses,19-06-2026,Catherinette06,9.00,9,,,,,,,,,J'habite à Saint-Maur-des-Fossés depuis 29 ans et je ne me lasse pas de ma ville : j'habite à la Varenne près des bords de Marne … tous les jours j'admire la beauté de cet endroit. J'y ai élevé mes 3 enfants. Les écoles étaient super. Le conservatoire régional incroyable le théâtre … les boutiques sympas … j'aime rentrer à la Varenne après le travail ( Paris).,Ce qui ne me plaît pas c'est la construction d'immeubles à la place des maisons anciennes ! Offrir à l'appétit vorace des promoteurs ce qui a été protégé pendant des années par le fameux maire de saint Maur Jean louis Beaumont ! Ce que je n'apprécie absolument pas c'est la loi scélérate et infernale dites SRU !
saint-maur-des-fosses,94068,Saint Maur Des Fosses,28-12-2025,MrBell,9.56,10,,,,,,,,,"Ville très agréable à vivre, calme, verdoyante et pratique, bien desservie pour Paris, idéale pour les familles. 
Ville très verte, propre, avec de nombreux parcs et les bords de Marne s'apprécient pour les promenades et activités de plein air. 
Ambiance calme et agréable, paisible et relaxante comparée à d'autres banlieues. ￼ 
Commerces de proximité nombreux, écoles de bonne qualité ou excellentes, transports pratiques (RER A avec plusieurs stations). 
On s'y sent en sécurité même la nuit. ￼ 
Ville idéale pour une vie de famille : écoles, équipements sportifs et culturels. ￼ 
Ce qui est fou, c'est le sentiment général d'appartenance à une communauté d'habitants qui aiment et préservent leur ville.","Ville coûteuse, prix de la tranquillité… 
Certains inconvénients classiques de ville en transformation comme la circulation, manque de pistes cyclables."
saint-maur-des-fosses,94068,Saint Maur Des Fosses,20-12-2025,Adelnosama,9.56,10,,,,,,,,,"Très bonnes écoles 
Bonne gestion de la mairie 
Ville très verte avec de multiples parcs et les bords de Marne 
Commerces plus qu'il n'en faut 
Transports : RER A propre, distribue toute la ville 
Mais surtout : les habitants aiment leur ville et veulent la préserver. Ici, tout le monde est poli, consciencieux et soigneux. 
Une belle ville familiale !","Les embouteillages pour sortir de la ville. 
Le sud de la ville est moins bien desservi en transports rapides. 
Certains quartiers font un peu dortoir : il faut marcher un peu pour accéder aux commerces pourtant nombreux."
saint-maur-des-fosses,94068,Saint Maur Des Fosses,30-08-2025,Oscour,5.44,4,,,,,,,,,"J'ai habité cette ville pendant 10ans, j'ai encore de la famille et amis qui y résident, j'y vais donc très régulièrement. 
 
La ville est très arborée et bordée par la Marne. Il y a vraiment pas mal de bons commerces, plusieurs marchés. Elle est très bien desservie dans l'ensemble et est proche de Paris.","Depuis plusieurs années la ville se dégrade: Des maisons sont détruites pour y construire des immeubles et des logements sociaux. La ville commence à être surpeuplée et les infrastructures ne suivent pas : écoles surchargées, salles de sport blindées, routes embouteillées du matin au soir, avec les nuisances sonores et la pollution qui vont avec. 
 
Bref une belle ville qui se détériore peu à peu et cela va empirer avec les années."
saint-maur-des-fosses,94068,Saint Maur Des Fosses,03-07-2025,zigzagoon,6.06,3,,,,,,,,,"Les bords de Marne permettent de faire tout le tour de Saint Maur, c'est très agréable. Il y a beaucoup d'arbres dans la ville. Les 3 stations de RER qui traversent la ville c'est pratique.","La ville est un cauchemar pour se déplacer à vélo ou à pied, les grands axes n'ont pas de piste cyclable, cela ne changera pas tant que la commune considère le vélo comme une activité de loisir au lieu d'un moyen de transport alternatif viable à la voiture. Cette ville est conçue pour les voitures. 
Les trottoirs sont de qualité déplorable, la plupart du temps il sont très étroits avec des poteaux absolument partout, tout les 3m il y a un bollard, un feu de signalisation qui empiète l'espace piéton, des lampadaires en plein milieu du trottoir, des barrières tout le long de la chaussé qui limite la circulation pour traverser. Si vous êtes handicapée, ou que vous marchez avec une canne ou avec une poussette, fuyez cette ville à tout prix, c'est un vrai cauchemar pour se déplacer sur les trottoirs, même pour une personne valide. 
 
La ville est très bruyante sur les grands axes car la circulation est excessive. 
 
Dans toute la ville, il y uniquement un seul parc à chiens, peu entretenu et ridiculement petit. La totalité des parcs et espaces verts sont interdits aux chiens."
saint-maur-des-fosses,94068,Saint Maur Des Fosses,15-04-2025,Anamin,7.88,8,,,,,,,,,"Ville calme et à la fois vivante. On s'y sent en sécurité. Beaucoup de jolis petits coins. Il y a des commerces,  écoles,  un parc à chiens,  des parcs,  le RER A,  les bus,  etc. J'aime cette ville et il est facile de se projeter sur le long terme au vu du cadre de vie.",Immobilier beaucoup trop cher. Les chiens sont mal vus par pas mal d'habitants bourgeois et aigris. La majorité des parcs sont interdits aux chiens.
saint-maur-des-fosses,94068,Saint Maur Des Fosses,11-04-2025,Ne à Saint Maur,6.63,10,,,,,,,,,"Saint Maur ville agréable, bords de Marne superbes.","Délinquance,  vol de voiture,  pare-brise de voiture brisé,  vol de trottinette à côté de la Mairie,  vol de carte bleue à Carrefour Market,  tout cela s'est passé ces quinze derniers jours, où est la tranquillité légendaire de Saint Maur, nous devenons inquiets, quelles solutions ?"
saint-maur-des-fosses,94068,Saint Maur Des Fosses,14-03-2025,Triste,5.94,6,,,,,,,,,Ville où la nature est encore un peu préservée grâce aux bords de Marne et aux propriétés avec jardins. Facilité pour aller à Paris en transports quand on ne vit pas trop loin d'une station de RER.,"Logements hors de prix. Fonctionnement archaïque de la mairie : clientélisme et méthodes pas du tout modernes. Du coup : pas de projet structurant,  pas d'écoute des habitants si on ne fait pas partie des bons réseaux. 
Infrastructures vieillottes (routes,  piscine,  théâtre) et beaucoup d'incivilités (voitures et maîtres de chiens en particulier). 
Gros problèmes de circulation aux heures de pointe car la ville s'est beaucoup densifiée ces dernières années. Même si des efforts sont faits dans certains quartiers (ceux où vivent les élus ? Les gens importants ?),  dangereux pour les cyclistes."
beziers,34032,Beziers,08-06-2026,MonsieurB,4.50,6,,,,,,,,,"Quel bonheur et quel soulagement d'avoir quitter cette ville et cette région de l'Hérault. Je retrouve enfin le sourire pour le travail en venant m'installer dans l'Isère près de Grenoble et je m'en fou qu'il y ait du soleil ou pas, j'ai l'habitude de la pluie et du froid parce que avant j'étais dans le Nord. J'ai à peine lancer mon CV à droite à gauche que j'ai déjà reçu plusieurs appels d'agences d'intérim etc avec des entretiens et tout. L'Hérault la région du cancer, il n'y a rien, pas d'industries rien walou. Même manutentionnaire on trouve pas, vous imaginez la catastrophe de cette région. Ici manutentionnaire y'a que ça. L'Isère le bassin de l'emploi il est top.","Pas de taff. Je ne vous conseille pas de venir ici, à part si vous êtes électricien, peintre, soudeur, carrossier, chaudronnier, barman, serveur, comptable..."
beziers,34032,Beziers,16-12-2025,Nana,9.00,10,,,,,,,,,"Une architecture de toutes beauté ,  le TGV, 
Des commerces très sympas , le parc des portes un ravissement et des animations plusieurs fois par semaine.  Que demander de plus ? 
La mer en bus pour 1 € toutes les demie heure, des associations à ne plus savoir qu'en faire. Cette ville moyenne a tout.  Peut être un manque de médecins mais Montpellier est à 30 mn en train et certains trains sont à 1€. La taxe foncière est chère mais cela en vaut la peine et j'y suis depuis peu de temps, j'ai encore tout à découvrir.  J'aime les colombes qui vous accueillent au pied de la gare avec le parc des poètes.",Manque un peu de médecins et le tempérament méridionale a ses aléas : l'heure est élastique. ..
beziers,34032,Beziers,18-08-2025,Naruto174,5.88,7,,,,,,,,,"Ville qui a du charme avec ses immeubles haussmannien, son architecture, la région qui est magnifique, une ville de 75 000 habitants, la mer, la montagne pas loin, une gare, plein de loisirs et magasins. Le jardin des poètes, le Polygone, les allées Paul Riquet. 
Pas loin de l'Espagne.","Insécurité, racailles à tout va, on ne se sent pas en sécurité 
Chômage 
Même si le centre est refait dans certaines rues c'est complètement à l'abandon, impression de pauvreté 
L'ambiance est antipathique on ne ressent pas de la bienveillance 
La ville est en pente, on doit tout le temps monter et descendre."
